ad_type,impressions,spend_usd,geo_targeting_included
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Video,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Video,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,100k-1M,<100,New York
Image,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,10k-100k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,10k-100k,<100,New York
Image,10k-100k,<100,New York
Image,10k-100k,<100,New York
Text,10k-100k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,10k-100k,<100,New York
Video,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,10k-100k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,10k-100k,<100,New York
Video,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Image,10k-100k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,100k-1M,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,10k-100k,<100,New York
Text,10k-100k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Text,10k-100k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,10k-100k,<100,New York
Text,<=10k,<100,New York
Image,10k-100k,<100,New York
Text,<=10k,<100,New York
Image,<=10k,<100,New York
Image,10k-100k,<100,New York
Image,<=10k,<100,New York
Text,<=10k,<100,New York
Text,<=10k,<100,New York
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,<=10k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,100k-1M,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,100k-1M,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,100k-1M,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,100k-1M,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Image,1M-10M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Video,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,100k-1M,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Image,1M-10M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,100k-1M,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Image,10k-100k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,<=10k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Video,10k-100k,100-1k,Virginia
Text,10k-100k,100-1k,Virginia
Image,100k-1M,100-1k,Virginia
Text,<=10k,100-1k,Virginia
